name	taxa	splits	postlevels	prelevels
N1	10575	10533	64	1
N2	669	665	31	2
N3	9906	9867	63	2
N4	22	21	13	3
N5	647	643	30	3
N6	1454	1446	35	3
N7	8452	8420	62	3
N8	7	6	5	4
N9	15	14	12	4
N10	6	5	4	4
N11	641	637	29	4
G001873755	1	0	1	4
N12	1453	1445	34	4
N13	8	7	6	4
N14	8444	8412	61	4
N15	3	2	3	5
N16	4	3	4	5
N17	2	1	2	5
N18	13	12	11	5
N19	2	1	2	5
N20	4	3	3	5
N21	105	104	19	5
N22	536	532	28	5
N23	61	58	13	5
N24	1392	1386	33	5
G001778455	1	0	1	5
N25	7	6	5	5
N26	153	152	18	5
N27	8291	8259	60	5
G001940755	1	0	1	6
N28	2	1	2	6
G001940655	1	0	1	6
N29	3	2	3	6
G001875425	1	0	1	6
G001875345	1	0	1	6
G000246735	1	0	1	6
N30	12	11	10	6
G001871535	1	0	1	6
G001871475	1	0	1	6
N31	2	1	2	6
N32	2	1	2	6
N33	2	1	2	6
N34	103	102	18	6
N35	214	213	25	6
N36	322	318	27	6
G001773455	1	0	1	6
N37	60	57	12	6
N38	546	542	28	6
N39	846	843	32	6
N40	2	1	2	6
N41	5	4	4	6
N42	4	3	4	6
N43	149	148	17	6
N44	1070	1069	38	6
N45	7221	7189	59	6
G001940725	1	0	1	7
G001940645	1	0	1	7
G001563325	1	0	1	7
N46	2	1	2	7
G001628435	1	0	1	7
N47	11	10	9	7
G000402355	1	0	1	7
G000830275	1	0	1	7
G001871415	1	0	1	7
G000830295	1	0	1	7
G000376445	1	0	1	7
G000710615	1	0	1	7
N48	8	7	6	7
N49	95	94	17	7
N50	68	67	16	7
N51	146	145	24	7
N52	40	39	13	7
N53	282	278	26	7
N54	24	23	9	7
N55	36	33	11	7
N56	24	23	8	7
N57	522	518	27	7
N58	19	18	12	7
N59	827	824	31	7
G002011365	1	0	1	7
G002011415	1	0	1	7
N60	2	1	2	7
N61	3	2	3	7
G001918235	1	0	1	7
N62	3	2	3	7
N63	69	68	16	7
N64	80	79	15	7
N65	42	41	13	7
N66	1028	1027	37	7
N67	2192	2191	58	7
N68	5029	4997	48	7
G001940705	1	0	1	8
G001563335	1	0	1	8
G001629205	1	0	1	8
N69	10	9	8	8
G000196895	1	0	1	8
N70	7	6	5	8
N71	6	5	5	8
N72	89	88	16	8
N73	14	13	7	8
N74	54	53	15	8
N75	26	25	12	8
N76	120	119	23	8
N77	18	17	12	8
N78	22	21	12	8
N79	40	39	12	8
N80	242	238	25	8
N81	5	4	4	8
N82	19	18	8	8
G001787555	1	0	1	8
N83	35	32	10	8
N84	8	7	6	8
N85	16	15	7	8
N86	18	17	8	8
N87	504	500	26	8
N88	4	3	4	8
N89	15	14	11	8
N90	197	195	21	8
N91	630	628	30	8
G002011425	1	0	1	8
G002010355	1	0	1	8
G002010365	1	0	1	8
N92	2	1	2	8
G001920725	1	0	1	8
N93	2	1	2	8
N94	6	5	4	8
N95	63	62	15	8
N96	14	13	9	8
N97	66	65	14	8
G001917855	1	0	1	8
N98	41	40	12	8
G001724515	1	0	1	8
N99	1027	1026	36	8
N100	151	150	16	8
N101	2041	2040	57	8
N102	335	331	34	8
N103	4694	4665	47	8
N104	2	1	2	9
N105	8	7	7	9
G000336675	1	0	1	9
N106	6	5	4	9
N107	2	1	2	9
N108	4	3	4	9
N109	43	42	12	9
N110	46	45	15	9
N111	6	5	6	9
N112	8	7	6	9
G000007185	1	0	1	9
N113	53	52	14	9
N114	3	2	3	9
N115	23	22	11	9
N116	35	34	13	9
N117	85	84	22	9
N118	3	2	3	9
N119	15	14	11	9
N120	4	3	4	9
N121	18	17	11	9
N122	2	1	2	9
N123	38	37	11	9
N124	19	18	7	9
N125	223	219	24	9
N126	2	1	2	9
N127	3	2	3	9
N128	2	1	2	9
N129	17	16	7	9
N130	8	7	6	9
N131	27	24	9	9
N132	2	1	2	9
N133	6	5	5	9
N134	8	7	5	9
N135	8	7	6	9
N136	7	6	6	9
N137	11	10	7	9
N138	13	12	11	9
N139	491	487	25	9
G001777585	1	0	1	9
N140	3	2	3	9
G001779955	1	0	1	9
N141	14	13	10	9
N142	5	4	5	9
N143	192	190	20	9
N144	54	53	13	9
N145	576	574	29	9
G002011435	1	0	1	9
G002010385	1	0	1	9
G001919305	1	0	1	9
G001918845	1	0	1	9
N146	3	2	3	9
N147	3	2	3	9
G001796605	1	0	1	9
N148	62	61	14	9
N149	5	4	4	9
N150	9	8	8	9
N151	12	11	7	9
N152	54	53	13	9
N153	19	18	10	9
N154	22	21	11	9
N155	14	13	8	9
N156	1013	1012	35	9
N157	72	71	15	9
N158	79	78	14	9
N159	13	12	7	9
N160	2028	2027	56	9
N161	12	11	7	9
N162	323	319	33	9
N163	1157	1154	40	9
N164	3537	3510	46	9
G001629165	1	0	1	10
G001628475	1	0	1	10
G001629185	1	0	1	10
N165	7	6	6	10
N166	3	2	3	10
N167	3	2	3	10
G001767315	1	0	1	10
G001305655	1	0	1	10
G000474235	1	0	1	10
N168	3	2	3	10
N169	20	19	11	10
N170	23	22	10	10
N171	16	15	8	10
N172	30	29	14	10
G002011125	1	0	1	10
N173	5	4	5	10
N174	3	2	3	10
N175	5	4	5	10
N176	19	18	8	10
N177	34	33	13	10
G001914405	1	0	1	10
N178	2	1	2	10
N179	2	1	2	10
N180	21	20	10	10
N181	3	2	3	10
N182	32	31	12	10
N183	8	7	5	10
N184	77	76	21	10
G002011395	1	0	1	10
N185	2	1	2	10
G001856825	1	0	1	10
N186	14	13	10	10
G001800755	1	0	1	10
N187	3	2	3	10
N188	3	2	3	10
N189	15	14	10	10
G001515205	1	0	1	10
G001515215	1	0	1	10
N190	9	8	6	10
N191	29	28	10	10
N192	5	4	5	10
N193	14	13	6	10
N194	56	55	19	10
N195	167	163	23	10
G001788685	1	0	1	10
G001787455	1	0	1	10
G000992695	1	0	1	10
N196	2	1	2	10
G001788755	1	0	1	10
G001788835	1	0	1	10
N197	7	6	6	10
N198	10	9	5	10
N199	2	1	2	10
N200	6	5	5	10
N201	7	6	5	10
N202	20	17	8	10
G000993135	1	0	1	10
G001776195	1	0	1	10
N203	2	1	2	10
N204	4	3	4	10
N205	3	2	3	10
N206	5	4	4	10
G001872935	1	0	1	10
N207	7	6	5	10
G001790445	1	0	1	10
N208	6	5	5	10
G001790495	1	0	1	10
N209	10	9	6	10
N210	2	1	2	10
N211	11	10	10	10
N212	68	67	19	10
N213	423	419	24	10
G001779925	1	0	1	10
N214	2	1	2	10
N215	3	2	3	10
N216	11	10	9	10
G001873465	1	0	1	10
N217	4	3	4	10
N218	36	35	10	10
N219	156	154	19	10
N220	9	8	6	10
N221	45	44	12	10
N222	3	2	3	10
N223	573	571	28	10
G001644275	1	0	1	10
N224	2	1	2	10
G001643585	1	0	1	10
N225	2	1	2	10
G002011475	1	0	1	10
N226	61	60	13	10
G000025005	1	0	1	10
N227	4	3	3	10
G001898225	1	0	1	10
N228	8	7	7	10
N229	3	2	3	10
N230	9	8	6	10
N231	5	4	4	10
N232	49	48	12	10
N233	2	1	2	10
N234	17	16	9	10
G000092425	1	0	1	10
N235	21	20	10	10
N236	2	1	2	10
N237	12	11	7	10
N238	22	21	9	10
N239	991	990	34	10
G001805475	1	0	1	10
N240	71	70	14	10
N241	6	5	5	10
N242	73	72	13	10
N243	4	3	4	10
N244	9	8	6	10
N245	994	993	35	10
N246	1034	1033	55	10
N247	5	4	4	10
N248	7	6	6	10
N249	28	27	15	10
N250	295	291	32	10
N251	168	165	20	10
N252	989	988	39	10
N253	68	67	16	10
N254	3469	3442	45	10
G001629235	1	0	1	11
N255	6	5	5	11
G000755245	1	0	1	11
N256	2	1	2	11
G000334895	1	0	1	11
N257	2	1	2	11
G000069025	1	0	1	11
N258	2	1	2	11
N259	5	4	4	11
N260	15	14	10	11
N261	7	6	5	11
N262	16	15	9	11
N263	3	2	3	11
N264	13	12	7	11
G900103505	1	0	1	11
N265	29	28	13	11
G001742785	1	0	1	11
N266	4	3	4	11
G001587605	1	0	1	11
N267	2	1	2	11
G001587715	1	0	1	11
N268	4	3	4	11
N269	8	7	6	11
N270	11	10	7	11
G000166095	1	0	1	11
N271	33	32	12	11
G001766815	1	0	1	11
G001766825	1	0	1	11
G002011155	1	0	1	11
G002011165	1	0	1	11
G002010305	1	0	1	11
N272	20	19	9	11
G000063445	1	0	1	11
N273	2	1	2	11
N274	2	1	2	11
N275	30	29	11	11
N276	4	3	3	11
N277	4	3	4	11
N278	4	3	4	11
N279	73	72	20	11
G000025665	1	0	1	11
G000327505	1	0	1	11
N280	3	2	3	11
N281	11	10	9	11
G001800745	1	0	1	11
N282	2	1	2	11
G001595885	1	0	1	11
N283	2	1	2	11
N284	3	2	3	11
N285	12	11	9	11
G000215995	1	0	1	11
N286	8	7	5	11
N287	14	13	7	11
N288	15	14	9	11
G001940665	1	0	1	11
N289	4	3	4	11
N290	4	3	4	11
N291	10	9	5	11
N292	9	8	6	11
N293	47	46	18	11
N294	10	9	9	11
N295	157	153	22	11
G000992775	1	0	1	11
G000993595	1	0	1	11
G001873565	1	0	1	11
N296	6	5	5	11
N297	4	3	4	11
N298	6	5	4	11
G001787485	1	0	1	11
G001788955	1	0	1	11
G001789005	1	0	1	11
N299	5	4	4	11
N300	2	1	2	11
N301	5	4	4	11
N302	10	7	7	11
N303	10	9	7	11
G000991925	1	0	1	11
G001776145	1	0	1	11
G000991185	1	0	1	11
N304	3	2	3	11
G001772255	1	0	1	11
N305	2	1	2	11
N306	2	1	2	11
N307	3	2	3	11
N308	3	2	3	11
N309	4	3	4	11
G001790455	1	0	1	11
N310	5	4	4	11
N311	3	2	3	11
N312	7	6	5	11
G001567355	1	0	1	11
G001567305	1	0	1	11
G000993565	1	0	1	11
N313	10	9	9	11
N314	4	3	4	11
N315	64	63	18	11
N316	10	9	7	11
N317	413	409	23	11
G001780065	1	0	1	11
G001777695	1	0	1	11
G001779995	1	0	1	11
N318	2	1	2	11
N319	3	2	3	11
N320	8	7	8	11
G001818315	1	0	1	11
N321	3	2	3	11
N322	16	15	9	11
N323	20	19	7	11
N324	52	50	13	11
N325	104	103	18	11
N326	4	3	4	11
N327	5	4	5	11
N328	12	11	8	11
N329	33	32	11	11
G000992445	1	0	1	11
N330	2	1	2	11
N331	83	81	18	11
N332	490	489	27	11
G000372165	1	0	1	11
G000383835	1	0	1	11
G001302685	1	0	1	11
G001303625	1	0	1	11
N333	14	13	7	11
N334	47	46	12	11
N335	2	1	2	11
N336	2	1	2	11
N337	2	1	2	11
N338	6	5	6	11
G000526415	1	0	1	11
N339	2	1	2	11
N340	3	2	3	11
N341	6	5	5	11
N342	2	1	2	11
N343	3	2	3	11
N344	2	1	2	11
N345	47	46	11	11
G000183745	1	0	1	11
G000195335	1	0	1	11
N346	6	5	5	11
N347	11	10	8	11
G000745915	1	0	1	11
N348	20	19	9	11
G001766895	1	0	1	11
G001767615	1	0	1	11
N349	3	2	3	11
N350	9	8	6	11
G000384495	1	0	1	11
N351	21	20	8	11
G000969705	1	0	1	11
N352	990	989	33	11
N353	7	6	5	11
N354	64	63	13	11
G000347575	1	0	1	11
N355	5	4	4	11
N356	31	30	10	11
N357	42	41	12	11
G000009905	1	0	1	11
N358	3	2	3	11
N359	3	2	3	11
N360	6	5	5	11
N361	5	4	4	11
N362	989	988	34	11
G001742305	1	0	1	11
N363	1033	1032	54	11
N364	2	1	2	11
N365	3	2	3	11
N366	2	1	2	11
N367	5	4	5	11
N368	6	5	5	11
N369	22	21	14	11
N370	2	1	2	11
N371	293	289	31	11
N372	68	67	19	11
N373	100	97	13	11
N374	12	11	7	11
N375	977	976	38	11
N376	4	3	4	11
N377	64	63	15	11
N378	465	464	24	11
N379	3004	2977	44	11
G001629245	1	0	1	12
N380	5	4	4	12
G000336695	1	0	1	12
G000336715	1	0	1	12
G000336935	1	0	1	12
G000336915	1	0	1	12
G001488575	1	0	1	12
G000230955	1	0	1	12
G001564175	1	0	1	12
N381	4	3	3	12
N382	2	1	2	12
N383	13	12	9	12
N384	2	1	2	12
N385	5	4	4	12
N386	2	1	2	12
N387	14	13	8	12
G900110215	1	0	1	12
N388	2	1	2	12
N389	5	4	5	12
N390	8	7	6	12
G000403645	1	0	1	12
N391	28	27	12	12
G001873845	1	0	1	12
N392	3	2	3	12
G001587595	1	0	1	12
G001587635	1	0	1	12
G001587675	1	0	1	12
N393	3	2	3	12
N394	3	2	3	12
N395	5	4	5	12
N396	2	1	2	12
N397	9	8	6	12
N398	5	4	5	12
N399	28	27	11	12
G000025285	1	0	1	12
N400	19	18	8	12
G000011005	1	0	1	12
G000251105	1	0	1	12
G001602695	1	0	1	12
G000013445	1	0	1	12
N401	5	4	5	12
N402	25	24	10	12
N403	2	1	2	12
N404	2	1	2	12
G000014945	1	0	1	12
N405	3	2	3	12
G002010075	1	0	1	12
N406	3	2	3	12
N407	2	1	2	12
N408	71	70	19	12
G000496135	1	0	1	12
N409	2	1	2	12
N410	2	1	2	12
N411	9	8	8	12
G001800795	1	0	1	12
G001800825	1	0	1	12
G001595945	1	0	1	12
G001595875	1	0	1	12
G001800735	1	0	1	12
N412	2	1	2	12
N413	4	3	4	12
N414	8	7	8	12
N415	2	1	2	12
N416	6	5	4	12
G000966265	1	0	1	12
N417	13	12	6	12
N418	4	3	3	12
N419	11	10	8	12
G001717015	1	0	1	12
N420	3	2	3	12
G001774245	1	0	1	12
N421	3	2	3	12
N422	4	3	3	12
N423	6	5	4	12
G001768965	1	0	1	12
N424	8	7	5	12
G001830115	1	0	1	12
N425	46	45	17	12
N426	2	1	2	12
N427	8	7	8	12
G000019605	1	0	1	12
N428	156	152	21	12
N429	2	1	2	12
N430	4	3	4	12
G001788765	1	0	1	12
N431	3	2	3	12
N432	3	2	3	12
N433	3	2	3	12
N434	2	1	2	12
N435	3	2	3	12
G001787535	1	0	1	12
G001787565	1	0	1	12
N436	2	1	2	12
N437	3	2	3	12
N438	2	1	2	12
N439	8	5	6	12
N440	2	1	2	12
N441	8	7	6	12
G001776125	1	0	1	12
N442	2	1	2	12
G001771275	1	0	1	12
G001772265	1	0	1	12
G001771185	1	0	1	12
G001771215	1	0	1	12
G001029795	1	0	1	12
N443	2	1	2	12
G001872945	1	0	1	12
N444	2	1	2	12
G000995065	1	0	1	12
N445	3	2	3	12
N446	2	1	2	12
N447	3	2	3	12
G000503915	1	0	1	12
N448	2	1	2	12
N449	3	2	3	12
N450	4	3	4	12
G000991265	1	0	1	12
N451	9	8	8	12
G001871995	1	0	1	12
N452	3	2	3	12
N453	3	2	3	12
N454	61	60	17	12
N455	3	2	3	12
N456	7	6	6	12
N457	55	54	11	12
N458	358	354	22	12
G001777815	1	0	1	12
G001777575	1	0	1	12
G001777855	1	0	1	12
N459	2	1	2	12
G001779915	1	0	1	12
N460	7	6	7	12
G001818735	1	0	1	12
N461	2	1	2	12
N462	3	2	3	12
N463	13	12	8	12
N464	6	5	5	12
N465	14	13	6	12
N466	12	11	7	12
N467	40	38	12	12
N468	7	6	7	12
N469	97	96	17	12
G001817115	1	0	1	12
N470	3	2	3	12
G001817175	1	0	1	12
N471	4	3	4	12
N472	4	3	4	12
N473	8	7	7	12
N474	5	4	4	12
N475	28	27	10	12
G001003325	1	0	1	12
G001824325	1	0	1	12
N476	10	9	6	12
N477	73	71	17	12
N478	9	8	5	12
N479	481	480	26	12
N480	5	4	4	12
N481	9	8	6	12
G001796655	1	0	1	12
N482	46	45	11	12
G000297255	1	0	1	12
G000024985	1	0	1	12
G000744775	1	0	1	12
G000021685	1	0	1	12
G000702505	1	0	1	12
G001748285	1	0	1	12
G001918255	1	0	1	12
N483	5	4	5	12
G001306135	1	0	1	12
G000018565	1	0	1	12
G001399705	1	0	1	12
N484	2	1	2	12
G000152145	1	0	1	12
N485	5	4	4	12
G001796635	1	0	1	12
G001796885	1	0	1	12
G002011535	1	0	1	12
N486	2	1	2	12
G000281175	1	0	1	12
G001293545	1	0	1	12
G001303105	1	0	1	12
N487	46	45	10	12
G000092125	1	0	1	12
N488	5	4	4	12
G000771745	1	0	1	12
N489	10	9	7	12
N490	2	1	2	12
N491	18	17	8	12
G000014185	1	0	1	12
N492	2	1	2	12
G900108055	1	0	1	12
N493	8	7	5	12
N494	7	6	6	12
N495	14	13	7	12
N496	29	28	11	12
N497	961	960	32	12
G001767575	1	0	1	12
N498	6	5	4	12
G001950395	1	0	1	12
N499	63	62	12	12
N500	2	1	2	12
N501	3	2	3	12
N502	2	1	2	12
N503	29	28	9	12
N504	7	6	5	12
N505	35	34	11	12
G001280565	1	0	1	12
N506	2	1	2	12
G900016865	1	0	1	12
N507	2	1	2	12
G001512545	1	0	1	12
N508	5	4	4	12
G001513125	1	0	1	12
N509	4	3	3	12
N510	141	140	17	12
N511	848	847	33	12
N512	15	14	11	12
N513	1018	1017	53	12
G001768085	1	0	1	12
G001302805	1	0	1	12
G000380725	1	0	1	12
N514	2	1	2	12
G000724625	1	0	1	12
G001898035	1	0	1	12
G000404425	1	0	1	12
N515	4	3	4	12
N516	2	1	2	12
N517	4	3	4	12
G001858525	1	0	1	12
N518	21	20	13	12
G000011385	1	0	1	12
G000484535	1	0	1	12
N519	3	2	3	12
N520	290	286	30	12
N521	5	4	5	12
N522	63	62	18	12
N523	35	32	10	12
N524	65	64	12	12
G001780165	1	0	1	12
N525	11	10	6	12
N526	44	43	10	12
N527	933	932	37	12
G001784175	1	0	1	12
N528	3	2	3	12
N529	10	9	8	12
N530	54	53	14	12
N531	149	148	21	12
N532	316	315	23	12
N533	362	354	33	12
N534	2642	2622	43	12
N535	2	1	2	13
N536	3	2	3	13
N537	2	1	2	13
N538	2	1	2	13
G000416045	1	0	1	13
G000496235	1	0	1	13
N539	2	1	2	13
N540	11	10	8	13
G000427685	1	0	1	13
G000496195	1	0	1	13
N541	2	1	2	13
N542	3	2	3	13
G001469955	1	0	1	13
G000283335	1	0	1	13
N543	5	4	5	13
N544	9	8	7	13
G000026045	1	0	1	13
G000591055	1	0	1	13
G000337455	1	0	1	13
N545	4	3	4	13
N546	3	2	3	13
N547	5	4	5	13
N548	3	2	3	13
N549	25	24	11	13
G001723845	1	0	1	13
N550	2	1	2	13
G001587655	1	0	1	13
N551	2	1	2	13
G000092305	1	0	1	13
N552	2	1	2	13
G000023985	1	0	1	13
N553	4	3	4	13
G000214415	1	0	1	13
G000243455	1	0	1	13
N554	4	3	3	13
N555	5	4	5	13
G001507955	1	0	1	13
N556	4	3	4	13
N557	13	12	7	13
N558	15	14	10	13
N559	4	3	4	13
N560	15	14	7	13
G001508455	1	0	1	13
N561	4	3	4	13
N562	3	2	3	13
N563	22	21	9	13
G001509375	1	0	1	13
G001508615	1	0	1	13
G000235565	1	0	1	13
G001602645	1	0	1	13
G001603205	1	0	1	13
N564	2	1	2	13
G001507975	1	0	1	13
N565	2	1	2	13
G001317315	1	0	1	13
G000685155	1	0	1	13
N566	20	19	8	13
N567	51	50	18	13
G001856845	1	0	1	13
G900090055	1	0	1	13
G000965745	1	0	1	13
G000447225	1	0	1	13
N568	2	1	2	13
N569	7	6	7	13
G001800815	1	0	1	13
G001800675	1	0	1	13
G000404225	1	0	1	13
N570	3	2	3	13
G001421175	1	0	1	13
N571	7	6	7	13
G000007305	1	0	1	13
G000275605	1	0	1	13
N572	3	2	3	13
N573	3	2	3	13
N574	5	4	4	13
N575	8	7	5	13
N576	2	1	2	13
N577	2	1	2	13
N578	2	1	2	13
N579	9	8	7	13
G001717025	1	0	1	13
N580	2	1	2	13
G001577155	1	0	1	13
N581	2	1	2	13
N582	2	1	2	13
N583	2	1	2	13
N584	3	2	3	13
N585	3	2	3	13
N586	4	3	4	13
N587	4	3	4	13
N588	7	6	5	13
N589	39	38	16	13
G000270325	1	0	1	13
G000405685	1	0	1	13
G002011075	1	0	1	13
N590	7	6	7	13
N591	4	3	4	13
N592	152	148	20	13
G000999315	1	0	1	13
G000999965	1	0	1	13
G001788805	1	0	1	13
N593	3	2	3	13
G001788885	1	0	1	13
N594	2	1	2	13
G000999445	1	0	1	13
N595	2	1	2	13
G000999945	1	0	1	13
N596	2	1	2	13
G001787625	1	0	1	13
G001789035	1	0	1	13
G001789045	1	0	1	13
N597	2	1	2	13
G001788925	1	0	1	13
G001788995	1	0	1	13
G001787705	1	0	1	13
N598	2	1	2	13
G001789155	1	0	1	13
G001787805	1	0	1	13
G001872575	1	0	1	13
N599	7	4	5	13
G001004735	1	0	1	13
G001004775	1	0	1	13
N600	3	2	3	13
N601	5	4	5	13
G001774395	1	0	1	13
G001776175	1	0	1	13
G001004375	1	0	1	13
G001004445	1	0	1	13
G000995565	1	0	1	13
G000993275	1	0	1	13
G000997185	1	0	1	13
N602	2	1	2	13
G001788565	1	0	1	13
G001790625	1	0	1	13
G001790525	1	0	1	13
N603	2	1	2	13
G000803625	1	0	1	13
G000392435	1	0	1	13
G001003725	1	0	1	13
N604	2	1	2	13
G000463895	1	0	1	13
N605	3	2	3	13
G001772465	1	0	1	13
N606	8	7	7	13
G001771165	1	0	1	13
N607	2	1	2	13
G001772955	1	0	1	13
N608	2	1	2	13
N609	3	2	3	13
N610	58	57	16	13
G001816835	1	0	1	13
N611	2	1	2	13
G001816985	1	0	1	13
N612	6	5	5	13
N613	19	18	10	13
N614	36	35	9	13
N615	137	133	17	13
N616	221	220	21	13
G001777655	1	0	1	13
G001777825	1	0	1	13
G001780145	1	0	1	13
N617	6	5	6	13
G001818335	1	0	1	13
G001818755	1	0	1	13
G001818435	1	0	1	13
N618	2	1	2	13
N619	4	3	4	13
N620	9	8	7	13
N621	2	1	2	13
N622	4	3	4	13
N623	6	5	5	13
N624	8	7	5	13
N625	5	4	4	13
N626	7	6	6	13
N627	10	9	8	13
N628	30	28	11	13
G001873525	1	0	1	13
N629	6	5	6	13
N630	46	45	13	13
N631	51	50	16	13
G001817035	1	0	1	13
N632	2	1	2	13
G001817135	1	0	1	13
N633	3	2	3	13
G001784775	1	0	1	13
N634	3	2	3	13
G001784895	1	0	1	13
N635	7	6	6	13
G001786575	1	0	1	13
N636	4	3	3	13
N637	14	13	9	13
N638	14	13	8	13
N639	2	1	2	13
N640	8	7	5	13
N641	14	13	6	13
N642	59	57	16	13
N643	4	3	4	13
N644	5	4	4	13
N645	131	130	15	13
N646	350	349	25	13
N647	2	1	2	13
N648	3	2	3	13
N649	4	3	3	13
N650	5	4	5	13
N651	12	11	8	13
N652	34	33	10	13
G001919845	1	0	1	13
N653	4	3	4	13
G000016665	1	0	1	13
G000017805	1	0	1	13
G000021945	1	0	1	13
N654	4	3	3	13
G002011655	1	0	1	13
G002010545	1	0	1	13
G001795155	1	0	1	13
N655	45	44	9	13
N656	2	1	2	13
N657	3	2	3	13
G000309885	1	0	1	13
N658	9	8	6	13
G000317835	1	0	1	13
G000519345	1	0	1	13
G000190555	1	0	1	13
N659	17	16	7	13
G001029505	1	0	1	13
G000661895	1	0	1	13
N660	3	2	3	13
N661	5	4	4	13
G001311945	1	0	1	13
N662	6	5	5	13
G001023575	1	0	1	13
N663	13	12	6	13
G000428345	1	0	1	13
N664	28	27	10	13
G000015025	1	0	1	13
N665	960	959	31	13
N666	3	2	3	13
N667	3	2	3	13
N668	20	19	8	13
N669	43	42	11	13
G001767595	1	0	1	13
G001767735	1	0	1	13
G000405325	1	0	1	13
N670	2	1	2	13
G001443005	1	0	1	13
G001508835	1	0	1	13
N671	5	4	4	13
N672	24	23	8	13
N673	2	1	2	13
N674	5	4	4	13
G000745455	1	0	1	13
N675	34	33	10	13
G000184705	1	0	1	13
G000183545	1	0	1	13
G001513145	1	0	1	13
G900019985	1	0	1	13
N676	2	1	2	13
N677	3	2	3	13
N678	2	1	2	13
N679	2	1	2	13
N680	68	67	13	13
N681	73	72	16	13
N682	17	16	10	13
N683	831	830	32	13
G000092905	1	0	1	13
N684	14	13	10	13
N685	4	3	4	13
N686	1014	1013	52	13
G000494245	1	0	1	13
G000397765	1	0	1	13
G000427095	1	0	1	13
N687	3	2	3	13
G001899315	1	0	1	13
G001464165	1	0	1	13
G001899385	1	0	1	13
N688	3	2	3	13
N689	4	3	3	13
N690	17	16	12	13
G000332275	1	0	1	13
N691	2	1	2	13
G001870225	1	0	1	13
N692	289	285	29	13
G001304075	1	0	1	13
N693	4	3	4	13
N694	17	16	13	13
N695	46	45	17	13
N696	6	5	6	13
N697	29	26	9	13
N698	29	28	9	13
N699	36	35	11	13
N700	3	2	3	13
N701	8	7	5	13
N702	16	15	9	13
N703	28	27	9	13
N704	6	5	5	13
N705	927	926	36	13
G001643535	1	0	1	13
N706	2	1	2	13
G001790695	1	0	1	13
N707	9	8	7	13
N708	4	3	4	13
N709	50	49	13	13
N710	9	8	6	13
N711	140	139	20	13
N712	120	119	16	13
N713	196	195	22	13
N714	131	123	32	13
N715	231	230	22	13
N716	90	89	14	13
N717	2552	2532	42	13
G001628485	1	0	1	14
G001628455	1	0	1	14
G001629155	1	0	1	14
N718	2	1	2	14
G000496215	1	0	1	14
G000416025	1	0	1	14
G001563795	1	0	1	14
G900109065	1	0	1	14
G001462205	1	0	1	14
G000447865	1	0	1	14
N719	2	1	2	14
N720	9	8	7	14
G900129775	1	0	1	14
G000495475	1	0	1	14
G000224475	1	0	1	14
N721	2	1	2	14
G000025685	1	0	1	14
N722	4	3	4	14
N723	3	2	3	14
N724	6	5	6	14
G900100385	1	0	1	14
N725	3	2	3	14
G000755225	1	0	1	14
N726	2	1	2	14
G000023965	1	0	1	14
N727	4	3	4	14
G000337515	1	0	1	14
N728	2	1	2	14
N729	2	1	2	14
N730	23	22	10	14
G001723855	1	0	1	14
G001723835	1	0	1	14
G001587575	1	0	1	14
G001587695	1	0	1	14
G000371805	1	0	1	14
G000363885	1	0	1	14
G000739065	1	0	1	14
N731	3	2	3	14
N732	2	1	2	14
N733	2	1	2	14
G000006175	1	0	1	14
N734	4	3	4	14
G900095815	1	0	1	14
N735	3	2	3	14
N736	2	1	2	14
N737	11	10	6	14
N738	2	1	2	14
N739	13	12	9	14
G002010215	1	0	1	14
N740	3	2	3	14
N741	6	5	5	14
N742	9	8	6	14
G001940805	1	0	1	14
N743	3	2	3	14
G000235685	1	0	1	14
N744	2	1	2	14
N745	8	7	7	14
N746	14	13	8	14
G000204415	1	0	1	14
G001603225	1	0	1	14
G000711905	1	0	1	14
G001508185	1	0	1	14
N747	2	1	2	14
N748	18	17	7	14
G000970045	1	0	1	14
N749	50	49	17	14
G000011185	1	0	1	14
G000195915	1	0	1	14
G000008265	1	0	1	14
N750	6	5	6	14
G000308215	1	0	1	14
N751	2	1	2	14
G000800805	1	0	1	14
N752	6	5	6	14
G000011105	1	0	1	14
N753	2	1	2	14
G000263735	1	0	1	14
N754	2	1	2	14
N755	2	1	2	14
N756	3	2	3	14
N757	4	3	4	14
N758	4	3	3	14
G900109425	1	0	1	14
G001418715	1	0	1	14
G000018365	1	0	1	14
G001647085	1	0	1	14
G001484195	1	0	1	14
G000221185	1	0	1	14
G000265525	1	0	1	14
N759	8	7	6	14
G001717035	1	0	1	14
G001717005	1	0	1	14
G001776015	1	0	1	14
G001775965	1	0	1	14
G001273495	1	0	1	14
G001775955	1	0	1	14
G002011035	1	0	1	14
G002009985	1	0	1	14
G001593865	1	0	1	14
N760	2	1	2	14
G001399805	1	0	1	14
N761	2	1	2	14
G001919285	1	0	1	14
N762	3	2	3	14
G001920655	1	0	1	14
N763	3	2	3	14
N764	2	1	2	14
N765	5	4	4	14
N766	4	3	4	14
N767	35	34	15	14
G000375685	1	0	1	14
N768	6	5	6	14
G000993805	1	0	1	14
N769	3	2	3	14
N770	26	25	10	14
N771	126	122	19	14
G001788795	1	0	1	14
N772	2	1	2	14
G000989565	1	0	1	14
G000989635	1	0	1	14
